dia,sensor,lote,temp_d,temp_f,umid_d,umid_f
6,s3,III,97,436,245,288
7,s3,III,98,424,159,363
8,s3,III,123,396,224,295
9,s3,III,63,471,186,348
10,s3,III,63,362,67,358
11,s3,III,73,202,30,245
12,s3,III,93,194,85,202
13,s3,III,69,218,75,212
14,s3,III,68,218,140,146
15,s3,III,156,130,3,283
16,s3,III,131,155,0,286
17,s3,III,70,218,0,288
18,s3,III,52,233,56,229
19,s3,III,51,235,79,207
20,s3,III,183,105,0,288
21,s3,III,136,151,0,287
22,s3,III,182,105,0,287
23,s3,III,186,236,0,422
24,s3,III,250,281,0,531
25,s3,III,136,315,0,451
26,s3,III,34,254,0,288
27,s3,III,103,182,0,285
28,s3,III,0,285,0,285
29,s3,III,0,286,0,286
30,s3,III,0,282,0,282
31,s3,III,0,283,0,283
32,s3,III,0,280,0,280
33,s3,III,0,285,0,285
34,s3,III,0,284,0,284
35,s3,III,0,287,0,287
36,s3,III,0,283,0,283
37,s3,III,0,284,0,284
38,s3,III,16,271,0,287
39,s3,III,0,286,0,286
40,s3,III,0,284,0,284
41,s3,III,0,284,0,284
42,s3,III,32,254,0,286
1,s30,III,20,104,31,93
2,s30,III,35,108,84,59
3,s30,III,22,120,49,93
4,s30,III,40,102,72,70
5,s30,III,47,96,47,96
6,s30,III,49,95,64,80
7,s30,III,57,85,68,74
8,s30,III,21,121,49,93
9,s30,III,32,111,63,80
10,s30,III,43,99,53,89
11,s30,III,21,121,16,126
12,s30,III,24,119,62,81
13,s30,III,45,97,46,96
14,s30,III,55,88,87,56
15,s30,III,75,68,6,137
16,s30,III,49,94,0,143
17,s30,III,41,102,0,143
18,s30,III,45,126,39,132
19,s30,III,26,159,47,138
20,s30,III,99,43,0,142
21,s30,III,98,44,0,142
22,s30,III,110,31,0,141
23,s30,III,76,69,0,145
24,s30,III,57,85,0,142
25,s30,III,48,95,0,143
26,s30,III,42,101,0,143
27,s30,III,41,102,0,143
28,s30,III,0,140,0,140
29,s30,III,0,141,0,141
30,s30,III,0,141,0,141
31,s30,III,0,143,0,143
32,s30,III,0,140,0,140
33,s30,III,0,138,0,138
34,s30,III,0,144,0,144
35,s30,III,0,142,0,142
36,s30,III,0,141,0,141
37,s30,III,0,142,0,142
38,s30,III,0,143,0,143
39,s30,III,0,143,0,143
40,s30,III,0,142,0,142
41,s30,III,0,142,0,142
42,s30,III,0,141,0,141
1,s4,III,13,112,36,89
2,s4,III,0,141,44,97
3,s4,III,0,143,17,126
4,s4,III,0,143,66,77
5,s4,III,0,141,47,94
6,s4,III,20,121,66,75
7,s4,III,0,142,61,81
8,s4,III,71,72,56,87
9,s4,III,17,125,57,85
10,s4,III,33,111,33,111
11,s4,III,45,97,13,129
12,s4,III,52,90,57,85
13,s4,III,32,112,45,99
14,s4,III,29,114,46,97
15,s4,III,71,72,8,135
16,s4,III,58,83,0,141
17,s4,III,32,110,0,142
18,s4,III,47,96,34,109
19,s4,III,37,102,41,98
20,s4,III,90,54,0,144
21,s4,III,67,75,0,142
22,s4,III,104,40,0,144
23,s4,III,62,79,0,141
24,s4,III,85,57,0,142
25,s4,III,76,66,0,142
26,s4,III,39,177,0,216
27,s4,III,81,166,0,247
28,s4,III,38,161,0,199
29,s4,III,0,144,0,144
30,s4,III,0,139,0,139
31,s4,III,0,144,0,144
32,s4,III,0,137,0,137
33,s4,III,0,144,0,144
34,s4,III,0,144,0,144
35,s4,III,11,132,0,143
36,s4,III,0,142,0,142
37,s4,III,14,129,0,143
38,s4,III,47,96,0,143
39,s4,III,0,142,0,142
40,s4,III,0,144,0,144
41,s4,III,0,142,0,142
42,s4,III,35,108,0,143
1,s5,III,15,109,45,79
2,s5,III,0,142,58,84
3,s5,III,9,134,21,122
4,s5,III,6,137,65,78
5,s5,III,12,130,51,91
6,s5,III,29,113,64,78
7,s5,III,41,100,64,77
8,s5,III,26,117,49,94
9,s5,III,17,126,53,90
10,s5,III,31,112,30,113
11,s5,III,39,104,10,133
12,s5,III,51,90,43,98
13,s5,III,26,117,37,106
14,s5,III,27,112,63,76
15,s5,III,65,78,11,132
16,s5,III,71,76,0,147
17,s5,III,29,111,0,140
18,s5,III,48,97,35,110
19,s5,III,34,108,38,104
20,s5,III,87,55,0,142
21,s5,III,71,70,0,141
22,s5,III,86,56,0,142
23,s5,III,39,100,0,139
24,s5,III,69,74,0,143
25,s5,III,58,83,0,141
26,s5,III,21,118,0,139
27,s5,III,36,96,0,132
28,s5,III,46,109,0,155
29,s5,III,1,137,0,138
30,s5,III,0,140,0,140
31,s5,III,0,141,0,141
32,s5,III,10,130,0,140
33,s5,III,0,139,0,139
34,s5,III,0,141,0,141
35,s5,III,11,130,0,141
36,s5,III,0,139,0,139
37,s5,III,30,112,0,142
38,s5,III,53,87,0,140
39,s5,III,2,139,0,141
40,s5,III,11,131,0,142
41,s5,III,29,114,0,143
42,s5,III,53,87,0,140
1,s6,III,13,110,36,87
2,s6,III,0,142,46,96
3,s6,III,0,144,19,125
4,s6,III,2,140,64,78
5,s6,III,17,127,54,90
6,s6,III,23,119,67,75
7,s6,III,40,102,62,80
8,s6,III,29,114,52,91
9,s6,III,17,126,53,90
10,s6,III,29,114,33,110
11,s6,III,42,99,11,130
12,s6,III,52,90,41,101
13,s6,III,25,119,39,105
14,s6,III,30,113,84,59
15,s6,III,67,74,12,129
16,s6,III,53,89,0,142
17,s6,III,42,98,0,140
18,s6,III,47,95,24,118
19,s6,III,35,109,39,105
20,s6,III,100,38,0,138
21,s6,III,55,87,0,142
22,s6,III,104,36,0,140
23,s6,III,55,87,0,142
24,s6,III,58,85,0,143
25,s6,III,43,98,0,141
26,s6,III,26,116,0,142
27,s6,III,39,101,0,140
28,s6,III,12,130,0,142
29,s6,III,0,141,0,141
30,s6,III,0,140,0,140
31,s6,III,0,140,0,140
32,s6,III,1,139,0,140
33,s6,III,0,143,0,143
34,s6,III,0,139,0,139
35,s6,III,6,150,0,156
36,s6,III,0,145,0,145
37,s6,III,19,123,0,142
38,s6,III,40,103,0,143
39,s6,III,0,142,0,142
40,s6,III,0,143,0,143
41,s6,III,0,142,0,142
42,s6,III,25,116,0,141
1,s7,III,68,180,86,162
2,s7,III,6,279,196,89
3,s7,III,53,231,129,155
4,s7,III,14,271,83,202
5,s7,III,2,282,75,209
6,s7,III,39,238,129,148
7,s7,III,10,278,144,144
8,s7,III,133,153,139,147
9,s7,III,57,229,121,165
10,s7,III,103,177,65,215
11,s7,III,86,198,50,234
12,s7,III,113,174,131,156
13,s7,III,78,206,108,176
14,s7,III,78,207,55,230
15,s7,III,156,125,0,281
16,s7,III,154,130,0,284
17,s7,III,89,195,0,284
18,s7,III,72,214,30,256
19,s7,III,53,235,92,196
20,s7,III,153,127,0,280
21,s7,III,193,88,0,281
22,s7,III,234,43,0,277
23,s7,III,185,95,0,280
24,s7,III,153,126,0,279
25,s7,III,103,180,0,283
26,s7,III,55,232,0,287
27,s7,III,59,225,0,284
28,s7,III,1,287,0,288
29,s7,III,0,284,0,284
30,s7,III,0,283,0,283
31,s7,III,0,284,0,284
32,s7,III,0,282,0,282
33,s7,III,0,286,0,286
34,s7,III,0,285,0,285
35,s7,III,0,285,0,285
36,s7,III,0,282,0,282
37,s7,III,0,285,0,285
38,s7,III,0,283,0,283
39,s7,III,0,286,0,286
40,s7,III,0,284,0,284
41,s7,III,0,284,0,284
42,s7,III,21,265,0,286
1,s8,III,51,195,86,160
2,s8,III,32,247,109,170
3,s8,III,66,222,101,187
4,s8,III,40,247,77,210
5,s8,III,47,241,31,257
6,s8,III,63,224,75,212
7,s8,III,49,239,126,162
8,s8,III,86,201,11,276
9,s8,III,63,224,122,165
10,s8,III,112,172,101,183
11,s8,III,94,191,23,262
12,s8,III,109,176,108,177
13,s8,III,67,218,94,191
14,s8,III,76,210,140,146
15,s8,III,154,137,24,267
16,s8,III,159,122,0,281
17,s8,III,92,190,0,282
18,s8,III,125,157,48,234
19,s8,III,89,194,78,205
20,s8,III,190,98,0,288
21,s8,III,189,96,0,285
22,s8,III,249,37,0,286
23,s8,III,225,61,0,286
24,s8,III,230,58,0,288
25,s8,III,167,117,0,284
26,s8,III,61,225,0,286
27,s8,III,91,197,0,288
28,s8,III,47,236,0,283
29,s8,III,0,283,0,283
30,s8,III,0,280,0,280
31,s8,III,0,284,0,284
32,s8,III,9,262,0,271
33,s8,III,0,284,0,284
34,s8,III,0,282,0,282
35,s8,III,11,273,0,284
36,s8,III,0,282,0,282
37,s8,III,44,243,0,287
38,s8,III,66,213,0,279
39,s8,III,0,286,0,286
40,s8,III,0,286,0,286
41,s8,III,2,284,0,286
42,s8,III,56,228,0,284
1,s9,III,105,143,41,207
2,s9,III,133,153,5,281
3,s9,III,107,178,37,248
4,s9,III,64,223,22,265
5,s9,III,96,178,0,274
6,s9,III,60,228,14,274
7,s9,III,181,227,96,312
8,s9,III,193,335,0,528
9,s9,III,384,149,178,355
10,s9,III,347,183,350,180
11,s9,III,360,173,188,345
12,s9,III,277,234,137,374
13,s9,III,91,196,120,167
14,s9,III,104,184,222,66
15,s9,III,154,132,25,261
16,s9,III,86,199,0,285
17,s9,III,86,198,0,284
18,s9,III,98,189,52,235
19,s9,III,61,216,75,202
20,s9,III,105,178,0,283
21,s9,III,168,118,0,286
22,s9,III,259,27,0,286
23,s9,III,195,93,0,288
24,s9,III,176,110,0,286
25,s9,III,115,169,0,284
26,s9,III,54,232,0,286
27,s9,III,61,225,0,286
28,s9,III,13,272,0,285
29,s9,III,0,285,0,285
30,s9,III,0,283,0,283
31,s9,III,0,288,0,288
32,s9,III,0,279,0,279
33,s9,III,0,288,0,288
34,s9,III,0,286,0,286
35,s9,III,0,287,0,287
36,s9,III,0,287,0,287
37,s9,III,0,287,0,287
38,s9,III,2,284,0,286
39,s9,III,0,286,0,286
40,s9,III,0,287,0,287
41,s9,III,0,288,0,288
42,s9,III,39,241,0,280
